15,0.320318,40,
54,0.248495,40,
82,-0.413847,40,
82,0.201511,40,
114,0.192028,40,
145,0.682394,40,
176,0.720649,40,
210,0.993817,40,
241,0.860042,40,
275,0.70146,40,
305,1.35513,40,
339,1.2724,40,
340,1.28798,40,
372,1.8259,40,
403,2.00464,40,
440,2.53783,40,
440,2.66156,40,
467,2.69725,40,
485,3.0767,40,
505,3.38442,40,
521,3.82038,40,
539,4.03135,40,
580,4.60222,40,
601,4.37359,40,
621,5.32771,40,
642,5.07947,40,
661,5.6362,40,
679,5.75671,40,
700,6.18242,40,
719,6.60986,40,
741,6.9355,40,
759,7.26089,40,
779,7.46695,40,
799,7.58835,40,
819,8.16392,40,
839,8.07635,40,
859,8.46064,40,
880,9.00068,40,
902,9.22408,40,
920,9.2422,40,
939,9.67007,40,
959,9.99901,40,
981,10.6176,40,
1000,10.6688,41.6752,
1019,11.2356,41.7069,
1041,11.4727,41.7436,
1061,11.5049,41.777,
1081,12.2408,41.8104,
1099,12.2002,41.8404,
1120,12.6624,41.8754,
1141,12.9039,41.9104,
1161,12.4694,41.9438,
1180,13.5645,41.9754,
1201,13.8131,42.0104,
1223,14.1974,42.0471,
1239,14.4593,42.0737,
1259,14.6061,42.107,
1279,14.9324,42.1403,
1302,15.262,42.1786,
1320,15.6592,42.2085,
1339,16.1147,42.2401,
1358,16.422,42.2717,
1382,16.4655,42.3116,
1400,16.6574,42.3415,
1418,16.8071,42.3714,
1439,17.4039,42.4063,
1459,17.7201,42.4395,
1483,18.0788,42.4793,
1503,18.2868,42.5125,
1521,18.5708,42.5424,
1544,18.7843,42.5805,
1572,19.1624,42.6269,
1598,19.155,42.67,
1599,19.3182,42.6717,
1630,19.5908,42.723,
1659,19.8961,42.771,
1660,20.3372,42.7727,
1692,20.6392,42.8256,
1724,20.6845,42.8785,
1759,20.8633,42.9364,
1761,21.5792,42.9397,
1793,21.9429,42.9925,
1823,22.0247,43.0421,
1824,22.265,43.0437,
1856,22.7163,43.0965,
1860,22.5246,43.1031,
1890,22.7463,43.1526,
1921,23.5255,43.2036,
1921,23.4445,43.2036,
1955,23.45,43.2596,
1984,23.9598,43.3073,
2019,23.8842,46.382,
2020,24.4227,46.3851,
2049,24.6945,46.4755,
2080,25.5083,46.5721,
2081,25.3816,46.5752,
2114,25.7166,46.6779,
2174,25.9439,46.8645,
2179,26.1716,46.88,
2211,26.6925,46.9794,
2246,26.7192,47.088,
2274,26.7021,47.1749,
2308,27.3111,47.2803,
2340,27.4125,47.3794,
2341,27.7385,47.3825,
2374,27.8805,47.4846,
2405,28.0074,47.5804,
2437,28.4163,47.6793,
2442,28.8132,47.6948,
2468,29.2799,47.775,
2508,29.3931,47.8984,
2536,29.5528,47.9847,
2566,30.1588,48.0771,
2600,30.252,48.1817,
2601,30.2547,48.1848,
2634,30.7469,48.2862,
2666,30.8383,48.3845,
2696,31.1263,48.4766,
2730,31.7279,48.5808,
2760,31.6829,48.6727,
2761,32.2041,48.6758,
2794,31.8441,48.7768,
2826,32.8099,48.8746,
2862,32.5295,48.9846,
2880,32.8972,49.0395,
2921,33.4628,49.1646,
2941,33.7362,49.2255,
2960,34.0863,49.2834,
2979,34.3523,49.3412,
3001,34.6784,29.8859,
3019,35.3206,29.8271,
3040,35.4615,29.7585,
3060,35.3808,29.6933,
3081,35.3382,29.6248,
3100,35.7977,29.5629,
3120,36.1438,29.4977,
3139,36.0249,29.4359,
3166,36.6463,29.348,
3197,36.3486,29.2473,
3215,36.5104,29.1889,
3229,36.7225,29.1434,
3248,37.0683,29.0818,
3266,37.2047,29.0234,
3280,37.0717,28.9781,
3299,37.314,28.9166,
3320,37.0555,28.8486,
3340,37.4613,28.784,
3360,37.6446,28.7193,
3379,37.7901,28.658,
3400,37.4952,28.5902,
3423,38.3063,28.5161,
3457,38.1659,28.4066,
3489,38.1273,28.3036,
3522,37.8195,28.1976,
3523,38.2274,28.1944,
3554,37.9151,28.0949,
3586,38.4482,27.9923,
3619,38.6485,27.8866,
3621,38.4623,27.8802,
3653,38.6946,27.7779,
3685,38.6802,27.6757,
3715,39.247,27.58,
3748,38.718,27.4749,
3779,38.8245,27.3762,
3781,39.1568,27.3699,
3814,39.0294,27.265,
3843,39.0957,27.173,
3877,39.28,27.0652,
3910,39.5401,26.9608,
3942,39.1909,26.8596,
3944,39.3091,26.8533,
3981,39.5475,26.7365,
4006,39.6818,53.5037,
4041,39.3648,53.6152,
4072,39.7503,53.7139,
4136,40.4037,53.9171,
4169,40.2091,54.0217,
4218,40.2848,54.1766,
4247,40.4525,54.2682,
4290,40.4859,54.4037,
4305,40.723,54.4509,
4323,41.1318,54.5076,
4339,41.3011,54.5579,
4361,41.0771,54.6269,
4380,41.127,54.6865,
4400,41.8877,54.7492,
4419,41.938,54.8087,
4440,41.5659,54.8744,
4460,42.4967,54.9369,
4479,43.2148,54.9963,
4509,42.8788,55.0898,
4544,43.0952,55.1988,
4573,43.0893,55.289,
4606,43.9265,55.3914,
4641,44.1643,55.4999,
4670,43.9949,55.5896,
4703,44.1044,55.6916,
4704,44.3104,55.6947,
4737,45.0193,55.7965,
4742,45.2882,55.8119,
4766,45.4295,55.8858,
4799,45.0968,55.9872,
4801,45.7816,55.9933,
4833,45.7692,56.0915,
4863,45.9238,56.1835,
4895,46.5934,56.2813,
4926,46.769,56.376,
4959,47.0743,56.4766,
4960,47.1576,56.4796,
4993,47.6243,56.5801,
5026,47.6131,38.8818,
5204,47.9221,38.8458,
5209,48.084,38.8448,
5242,48.6934,38.8382,
5293,48.5377,38.8279,
5332,49.2825,38.8201,
5356,49.3233,38.8153,
5378,49.2944,38.8109,
5389,49.2685,38.8087,
5416,49.7139,38.8034,
5446,49.9625,38.7974,
5479,50.0661,38.7909,
5481,50.2108,38.7905,
5510,50.5415,38.7847,
5541,50.7457,38.7786,
5542,50.2594,38.7784,
5574,50.8927,38.7721,
5610,51.0507,38.765,
5653,50.899,38.7566,
5687,51.048,38.7499,
5719,51.1771,38.7437,
5721,51.3783,38.7433,
5752,51.6909,38.7372,
5785,51.7559,38.7308,
5815,51.3514,38.725,
5848,51.5249,38.7186,
5882,52.1688,38.712,
5917,51.9864,38.7053,
5922,52.1327,38.7043,
5947,52.0672,38.6995,
5980,52.3688,38.6931,
5982,52.3424,38.6928,
6010,52.6335,25.1369,
6043,52.4074,25.0655,
6076,52.4133,24.9942,
6109,52.461,24.9231,
6140,52.7763,24.8564,
6142,52.8091,24.8521,
6175,53.1566,24.7813,
6181,52.8788,24.7684,
6206,53.082,24.7149,
6239,52.6722,24.6444,
6241,53.0951,24.6402,
6272,53.1017,24.5741,
6301,52.8127,24.5125,
6302,53.1665,24.5103,
6334,52.8568,24.4425,
6366,53.0456,24.3748,
6399,52.9333,24.3051,
6401,53.2759,24.3009,
6433,52.8185,24.2335,
6466,53.0636,24.1642,
6500,52.8227,24.0929,
6529,52.9732,24.0323,
6562,53.0641,23.9635,
6593,52.8377,23.899,
6626,52.4087,23.8306,
6658,52.9401,23.7643,
6660,52.5438,23.7602,
6694,52.612,23.69,
6724,52.727,23.6283,
