10.3183,1.12104e-44,
10.225,1.12104e-44,
9.50829,1.12104e-44,
10.0395,1.12104e-44,
9.9189,1.12104e-44,
10.2736,1.12104e-44,
10.1539,1.12104e-44,
10.2489,1.12104e-44,
9.91875,1.12104e-44,
9.54726,1.12104e-44,
9.97308,1.12104e-44,
9.64902,1.12104e-44,
9.41113,1.12104e-44,
9.68462,1.12104e-44,
9.5891,1.12104e-44,
9.83919,1.12104e-44,
9.67191,1.12104e-44,
9.40952,1.12104e-44,
9.48459,1.12104e-44,
9.48233,1.12104e-44,
9.60335,1.12104e-44,
9.495,1.12104e-44,
9.41617,1.12104e-44,
8.8581,1.12104e-44,
9.48027,1.12104e-44,
8.89792,1.12104e-44,
9.11874,1.12104e-44,
8.90184,1.12104e-44,
8.9889,1.12104e-44,
9.07673,1.12104e-44,
9.06201,1.12104e-44,
9.04653,1.12104e-44,
8.91138,1.12104e-44,
8.6914,1.12104e-44,
8.92559,1.12104e-44,
8.49678,1.12104e-44,
8.5401,1.12104e-44,
8.73956,1.12104e-44,
8.62289,1.12104e-44,
8.30154,1.12104e-44,
8.39062,1.12104e-44,
8.38154,1.12104e-44,
8.66296,1.12104e-44,
8.37786,1.12104e-44,
8.60875,1.12104e-44,
8.50968,1.12104e-44,
8.20557,1.12104e-44,
8.60529,1.12104e-44,
8.22868,1.12104e-44,
8.35504,1.12104e-44,
8.26111,1.12104e-44,
7.49164,1.12104e-44,
8.25232,1.12104e-44,
8.16704,1.12104e-44,
8.21805,1.12104e-44,
8.14741,1.12104e-44,
7.9624,1.12104e-44,
7.95771,1.12104e-44,
7.95718,1.12104e-44,
8.02506,1.12104e-44,
8.15226,1.12104e-44,
8.13209,1.12104e-44,
7.84914,1.12104e-44,
7.71566,1.12104e-44,
7.54087,1.12104e-44,
7.81433,1.12104e-44,
7.80819,1.12104e-44,
7.84555,1.12104e-44,
7.73342,1.12104e-44,
7.69827,1.12104e-44,
7.59375,1.12104e-44,
7.655,1.12104e-44,
7.33182,1.12104e-44,
7.18031,1.12104e-44,
7.13937,1.12104e-44,
7.13226,1.12104e-44,
7.26207,1.12104e-44,
7.25392,1.12104e-44,
6.99018,1.12104e-44,
6.86115,1.12104e-44,
7.27023,1.12104e-44,
7.32827,1.12104e-44,
7.1056,1.12104e-44,
7.04248,1.12104e-44,
7.19145,1.12104e-44,
6.69859,1.12104e-44,
6.62026,1.12104e-44,
7.10056,1.12104e-44,
6.7217,1.12104e-44,
6.43058,1.12104e-44,
6.64481,1.12104e-44,
6.27478,1.12104e-44,
6.51872,1.12104e-44,
6.49486,1.12104e-44,
7.01218,1.12104e-44,
6.58813,1.12104e-44,
6.62518,1.12104e-44,
6.554,1.12104e-44,
6.48292,1.12104e-44,
6.70463,1.12104e-44,
6.43196,1.12104e-44,
6.11531,1.12104e-44,
6.42459,1.12104e-44,
6.2264,1.12104e-44,
6.25269,1.12104e-44,
6.09518,1.12104e-44,
5.92271,1.12104e-44,
6.03255,1.12104e-44,
6.13057,1.12104e-44,
6.29872,1.12104e-44,
6.11372,1.12104e-44,
5.97562,1.12104e-44,
