1,10.3183,95,
21,10.2618,95,
51,9.65107,95,
83,10.3511,95,
114,10.4563,95,
147,11.0886,95,
179,11.2935,95,
181,11.7556,95,
212,11.8311,95,
243,11.9002,95,
272,12.798,95,
304,12.9745,95,
338,13.2628,95,
370,14.0855,95,
404,14.5601,95,
428,15.3989,95,
442,15.837,95,
462,16.195,95,
493,16.9038,95,
509,17.547,95,
527,18.3241,95,
544,18.881,95,
585,20.1562,95,
599,20.2849,95,
620,21.5991,95,
642,21.7134,95,
661,22.6348,95,
682,23.1216,95,
702,23.9149,95,
723,24.7112,95,
742,25.4065,95,
762,26.1021,95,
786,26.6789,95,
821,27.1712,95,
821,28.1177,95,
844,28.4009,95,
868,29.1557,95,
904,30.0659,95,
905,30.659,95,
924,31.0461,95,
951,31.8422,95,
985,32.5386,95,
1015,33.5238,-0.783449,
1044,33.9034,-0.783449,
1079,34.7273,-0.783449,
1111,35.1558,-0.783449,
1141,35.3196,-0.783449,
1142,36.1326,-0.783449,
1172,36.1196,-0.783449,
1206,36.5641,-0.783449,
1240,36.747,-0.783449,
1241,36.2166,-0.783449,
1271,37.1819,-0.783449,
1307,37.2699,-0.783449,
1336,37.4655,-0.783449,
1369,37.5135,-0.783449,
1400,37.4233,-0.783449,
1401,37.4917,-0.783449,
1457,37.5447,-0.783449,
1472,37.6481,-0.783449,
1488,37.7945,-0.783449,
1505,37.7786,-0.783449,
1536,37.4865,-0.783449,
1551,37.3316,-0.783449,
1574,37.1242,-0.783449,
1590,37.3549,-0.783449,
1611,37.2969,-0.783449,
1630,37.274,-0.783449,
1659,37.0941,-0.783449,
1661,36.9843,-0.783449,
1684,36.799,-0.783449,
1723,36.7738,-0.783449,
1751,36.3592,-0.783449,
1784,36.1116,-0.783449,
1817,35.9706,-0.783449,
1844,35.8597,-0.783449,
1887,35.8824,-0.783449,
1921,35.7642,-0.783449,
1922,35.3878,-0.783449,
1956,35.1437,-0.783449,
1960,35.4357,-0.783449,
1987,35.3747,-0.783449,
2017,35.0314,27.7821,
2053,34.8573,27.7821,
2082,34.9149,27.7821,
2083,34.3484,27.7821,
2114,34.2126,27.7821,
2147,34.6502,27.7821,
2176,34.2421,27.7821,
2211,33.934,27.7821,
2242,34.1424,27.7821,
2244,33.7767,27.7821,
2275,34.0341,27.7821,
2306,34.0321,27.7821,
2337,34.5789,27.7821,
2370,34.1912,27.7821,
2404,34.2708,27.7821,
2437,34.2479,27.7821,
2467,34.2302,27.7821,
2499,34.5099,27.7821,
2500,34.2995,27.7821,
2534,34.0489,27.7821,
2565,34.4276,27.7821,
2597,34.3019,27.7821,
2631,34.4035,27.7821,
2662,34.3237,27.7821,
2663,34.2313,27.7821,
2693,34.4231,27.7821,
2725,34.6049,27.7821,
2759,34.8584,27.7821,
2760,34.7601,27.7821,
2790,34.71,27.7821,
2822,35.1076,27.7821,
2823,34.9938,27.7821,
2856,34.7908,27.7821,
2861,35.0785,27.7821,
2886,34.9665,27.7821,
2921,35.0522,27.7821,
2922,35.4523,27.7821,
2951,35.2069,27.7821,
2984,35.5283,27.7821,
3015,34.9694,25.6903,
3049,35.7362,25.6903,
3081,35.256,25.6903,
3082,35.4231,25.6903,
3146,35.5857,25.6903,
3178,35.6569,25.6903,
3211,35.8044,25.6903,
3243,35.8674,25.6903,
3244,35.9904,25.6903,
3277,36.4368,25.6903,
3283,36.3961,25.6903,
3317,36.1466,25.6903,
3326,35.9472,25.6903,
3356,36.2609,25.6903,
3377,36.4712,25.6903,
